latitud;longitud
37.909093;-5.955722
36.664466;-5.569266
37.820066;-5.454585
36.526698;-5.64931
37.520016;-6.577098
37.610281;-6.118947
36.446649;-5.661531
36.55573;-5.267819
36.185991;-5.83174
37.734896;-5.852443
36.39299;-5.770024
37.049552;-5.386438
36.971519;-5.405003
37.922575;-6.745214
36.591721;-5.370916
36.8382;-5.475595
37.870105;-6.721563
37.701349;-5.835699
36.449703;-5.832958
37.738651;-5.565362
36.346177;-5.400012
36.327348;-5.748027
36.50652;-5.320229
36.663109;-5.596907
36.397314;-5.35078
36.8626;-5.525103
37.778445;-7.225083
37.565444;-6.202431
36.470996;-5.777128
36.383134;-6.000282
36.654526;-5.614336
36.362487;-5.296174
36.194884;-6.021139
36.524707;-5.9988
36.267955;-5.703418
36.924561;-5.483078
36.256266;-5.922459
36.628684;-5.343545
36.384511;-5.379231
37.710586;-6.076935
36.546738;-5.566691
36.876338;-5.313861
36.328774;-5.705708
37.745048;-6.127924
37.468842;-7.317078
36.821935;-5.449388
38.193113;-5.445242
36.982217;-5.689148
36.461718;-5.666353
36.341911;-5.464352
36.586457;-5.624129
36.646588;-5.673488
37.083053;-5.255092
36.802571;-5.329985
37.678858;-7.412273
36.290086;-5.606236
36.381753;-5.937316
36.617533;-5.650941
36.301692;-5.486658
36.448568;-5.339932
37.145813;-6.434245
36.958607;-5.48059
37.147399;-5.284382
36.262663;-5.693509
36.171418;-5.86734
36.419337;-5.300624
37.591806;-6.095846
37.05523;-5.368007
36.866071;-6.386962
36.978479;-5.501185
37.916263;-5.905921
36.680653;-5.510949
36.384795;-5.844109
36.393696;-5.843474
37.648399;-6.078615
38.326439;-5.48401
36.685249;-5.466552
36.495474;-5.670949
36.122022;-5.67824
36.540286;-5.225035
36.189256;-5.566854
37.890114;-6.669363
36.534377;-6.213111
36.562429;-5.53089
36.525934;-5.653705
38.031207;-5.905129
36.195945;-6.02158
36.322887;-5.699814
36.416235;-5.952541
36.396122;-5.784537
37.539989;-6.216729
36.313509;-5.775124
36.601804;-5.239265
36.733508;-5.429936
36.360559;-5.907416
36.935889;-5.466235
37.672342;-7.02213
37.922024;-5.935914
37.829861;-5.41627
37.086804;-5.313002
37.008643;-5.383855
36.642587;-5.426527
37.57589;-6.051058
36.449554;-5.784573
36.086956;-5.576614
36.44587;-5.782556
36.642381;-5.748214
36.310618;-5.68232
36.421788;-5.934922
37.52488;-7.089296
36.742041;-5.483262
36.434057;-5.812426
36.492902;-5.40968
36.857343;-6.379277
37.082485;-5.27305
36.547329;-5.233503
36.481771;-5.429268
36.331717;-5.63371
36.885249;-5.912711
38.059223;-6.81313
36.643842;-5.681781
36.313587;-5.717243
38.449273;-5.291509
36.624302;-6.043898
37.113039;-5.293972
36.313911;-6.046363
36.695968;-5.556113
37.831635;-5.388072
36.612786;-5.541278
36.979239;-5.470521
36.263496;-5.904245
36.508233;-5.985561
36.49033;-5.726243
36.213986;-5.527989
37.876629;-6.63046
37.587444;-6.101723
36.7031;-5.536147
36.250033;-5.721516
36.289706;-5.676849
36.364191;-5.385321
36.092414;-5.625387
36.77005;-5.52949
36.337581;-5.378727
36.389289;-5.7722
36.482827;-6.09207
37.644095;-5.59473
36.444878;-5.56884
38.006125;-5.350573
36.646829;-5.444265
36.698355;-5.606442
36.407461;-5.965487
36.460113;-5.62206
37.034083;-5.245919
36.425596;-5.840546
37.52667;-7.500248
36.535494;-5.993789
36.186784;-5.543314
36.731809;-5.501452
36.557523;-5.815791
36.455571;-5.350072
37.475624;-6.912467
36.487751;-5.811644
36.59858;-5.650135
36.63599;-5.419845
36.357506;-5.934978
36.103463;-5.595645
37.63693;-6.138393
36.680336;-5.639288
36.982758;-5.282661
36.291824;-5.565068
37.556471;-7.002374
36.513466;-5.736389
37.787954;-5.914827
36.650368;-5.637784
38.162269;-5.725844
36.38097;-6.024227
37.752114;-7.351914
36.498558;-5.540139
36.193947;-5.823054
36.854735;-5.949633
37.981509;-6.006095
36.561704;-5.230621
36.298805;-5.395497
37.078909;-5.252191
36.324842;-5.733127
36.695855;-5.415252
36.586307;-5.781279
36.949269;-5.343173
36.302636;-5.445756
36.465412;-5.346006
37.997545;-6.400664
37.11456;-5.365128
36.329551;-5.686444
36.378607;-5.860533
37.664074;-6.701765
36.30925;-5.448023
36.579554;-5.753895
36.475215;-5.626732
37.689026;-5.702497
38.161413;-5.713419
36.28363;-5.784963
37.747211;-5.37143
36.195159;-5.530041
36.479855;-5.550387
37.440425;-7.452506
36.244858;-5.447292
36.528871;-5.649272
36.901551;-5.518274
36.590565;-5.35425
36.259895;-5.893685
36.08116;-5.550554
36.141262;-5.677105
36.348092;-5.380005
37.079221;-5.380552
36.727355;-5.478277
36.858379;-6.379256
36.116515;-5.724173
36.447844;-5.995011
36.574179;-5.984122
36.56815;-5.736441
37.889293;-6.227369
36.246221;-5.724665
36.195915;-5.693554
37.144073;-5.278293
36.430914;-5.846528
36.348711;-5.709986
36.485024;-5.634318
36.854335;-5.517486
37.48758;-7.331462
36.576303;-5.50381
37.929518;-5.385241
36.431586;-5.729495
36.7588;-5.751603
36.736925;-5.410806
37.392475;-6.235297
36.082618;-5.44345
37.907466;-5.363864
36.54915;-5.583961
37.115901;-5.393044
36.471478;-5.748558
38.097061;-6.874292
36.217629;-5.467899
36.481466;-5.693133
36.53606;-5.836543
36.563584;-5.495757
36.569182;-5.482329
36.547613;-6.040786
36.448008;-5.833354
36.886095;-5.935415
36.517525;-5.310463
36.406261;-5.264714
38.42839;-5.441202
36.958126;-5.533658
36.649176;-5.319313
36.972017;-5.72857
36.469543;-6.080608
36.595107;-5.525017
38.118617;-5.585131
36.668372;-5.405655
37.519946;-7.329152
36.64309;-5.590017
36.473413;-5.307289
36.20375;-5.678188
36.093409;-5.595037
36.331938;-5.442161
36.587067;-5.603341
37.008168;-5.344396
36.911735;-5.484053
38.13606;-6.893498
37.628425;-5.906802
36.776004;-5.468304
38.107922;-6.89883
36.47863;-5.737729
36.307757;-5.781445
38.113003;-6.886879
36.224288;-5.703882
37.399402;-7.436921
36.41807;-5.374534
37.664073;-6.152707
36.262035;-5.610133
36.335357;-5.370895
36.447095;-5.827431
36.565178;-5.233782
37.691576;-5.759638
36.152584;-5.638061
36.582412;-5.982495
36.832742;-5.426525
36.327801;-5.588981
36.620001;-5.984927
37.639153;-6.319336
36.943299;-5.478263
36.640476;-5.394107
36.549166;-5.979697
37.561074;-6.105721
37.717914;-5.868284
36.904144;-5.51497
38.11279;-5.395481
36.681577;-5.563155
37.820737;-5.738704
37.136279;-5.346544
37.871632;-5.283871
36.457423;-5.630862
36.22642;-6.003489
37.097689;-5.348402
36.597495;-5.676878
37.86251;-6.71017
36.915969;-5.354971
36.6353;-5.694501
36.444177;-5.837208
36.409887;-5.84285
36.077591;-5.591286
36.537546;-5.241866
38.475368;-5.47818
36.305292;-5.706288
36.484202;-5.666856
36.148215;-5.62938
36.453433;-5.325786
37.863245;-6.7214
36.415957;-5.461918
36.607702;-5.76034
36.365076;-5.716805
36.255609;-5.959065
37.776745;-5.334284
36.487854;-5.944757
36.736672;-5.491779
36.913372;-5.415644
36.588602;-5.276235
36.672353;-5.48516
36.202911;-5.551253
36.252939;-5.94421
36.247831;-5.721272
36.561239;-5.492397
36.323158;-5.274201
37.892332;-6.254741
36.478121;-5.685217
37.50785;-6.356495
36.474511;-5.681042
38.14349;-5.432722
36.167022;-5.701079
36.384972;-5.92696
36.535688;-6.211925
36.667295;-5.701154
36.31348;-5.561791
36.618975;-5.644047
36.595673;-5.233097
36.913716;-5.471155
36.397035;-5.663583
36.543957;-5.564432
36.330497;-5.458802
37.916161;-6.545664
37.73654;-5.461138
36.330154;-5.632254
37.6079;-6.680642
36.362013;-5.701678
36.199389;-5.838738
36.522468;-5.6833
36.107942;-5.619228
36.523712;-6.003239
36.069798;-5.650057
36.330757;-5.679279
36.773552;-5.494687
36.300418;-5.909077
36.596957;-5.243451
36.336288;-6.034281
36.290469;-5.942905
37.471172;-7.443959
36.34164;-5.993252
36.648094;-5.73418
36.282786;-5.565852
36.562866;-5.531541
36.842559;-5.339171
36.945247;-5.408611
36.467119;-5.746462
36.45628;-5.334127
36.500764;-5.362702
36.584294;-5.238625
36.39352;-5.736088
36.148404;-5.606283
36.451181;-5.782434
36.320305;-5.44163
36.501483;-5.529774
36.953696;-5.354471
36.448791;-5.721966
37.421808;-7.209331
36.390449;-5.966133
37.559084;-6.112181
36.386045;-5.855144
37.533728;-6.568488
36.658352;-5.417973
36.724206;-5.252757
36.54616;-5.380939
36.308147;-5.569656
36.583963;-5.231284
37.040228;-5.428428
36.871084;-5.538439
36.644657;-5.875437
36.085353;-5.552166
36.18055;-5.662478
36.294007;-5.454293
36.867736;-6.387978
36.548971;-5.390889
36.433816;-6.015248
36.595701;-5.265523
37.208783;-6.16911
37.770607;-5.869026
37.978769;-6.361907
37.748411;-5.317948
36.386781;-5.683174
36.538206;-6.207094
36.761056;-5.512057
36.503401;-5.987418
36.480608;-5.789658
36.59143;-5.646616
36.074816;-5.692547
36.479876;-5.747047
36.475695;-5.427125
36.417879;-5.813258
36.667696;-5.497517
37.015767;-5.320961
36.475674;-5.656029
36.9817;-5.413097
38.127228;-5.602374
36.99083;-5.534102
38.02994;-5.907892
36.441709;-5.795558
36.479903;-5.987608
36.679973;-5.545927
36.960946;-5.436429
38.141694;-6.955535
36.338071;-5.564101
37.638248;-6.317245
36.073623;-5.5629
36.373435;-5.954866
36.859432;-5.545142
36.161375;-5.586706
37.591011;-6.055854
36.540361;-5.244572
36.534379;-5.770126
36.957997;-5.259292
36.452028;-5.348247
36.605288;-5.539556
36.498185;-5.392184
36.248995;-5.734653
37.1015;-5.25754
36.460108;-5.626791
36.971764;-5.488801
37.82668;-5.289607
36.573097;-5.503717
36.687738;-5.458216
38.089608;-6.831613
36.442163;-5.575599
36.69606;-5.419355
36.458091;-5.692626
36.67518;-5.490476
37.621904;-5.9052
36.588138;-5.635786
36.614724;-5.527702
37.099427;-5.229924
36.346004;-5.72833
37.537806;-6.135509
38.149911;-5.371272
36.514588;-5.669004
36.54385;-5.5761
36.567761;-5.832519
36.298502;-5.685701
36.312033;-5.641466
36.933809;-5.498893
36.253713;-5.687148
36.660053;-5.402107
36.720362;-5.550339
36.573519;-5.506793
37.737383;-6.277877
36.639738;-5.570434
36.485861;-5.705194
36.207978;-5.815095
38.0423;-5.586215
36.577819;-5.806986
37.053669;-5.387411
36.940476;-5.32056
37.720792;-5.857766
36.893584;-5.297371
38.04102;-5.935149
36.215811;-5.564585
36.704748;-5.482811
36.623588;-5.65988
36.520924;-6.046338
36.756361;-5.529869
36.559091;-5.514873
37.377309;-7.424432
36.432728;-5.218446
37.070355;-5.345635
36.76564;-5.35592
36.337275;-5.955392
37.709067;-5.821249
36.551953;-5.238294
36.522392;-5.322512
37.026933;-5.321391
36.15685;-5.656664
36.946701;-5.33081
37.053665;-5.439392
36.436742;-5.648678
36.558466;-5.976804
36.5866;-5.595402
36.490758;-5.983461
36.435908;-5.57314
36.675319;-5.480343
37.781782;-6.195643
36.461162;-5.302752
36.373827;-5.788735
38.134309;-6.89548
36.762746;-5.473569
37.626438;-5.887182
36.088875;-5.575832
36.660732;-5.390282
36.457165;-5.471009
36.839851;-5.361727
36.167253;-5.677167
36.966201;-5.424501
38.162085;-5.704622
37.689427;-5.66947
36.383617;-5.783177
36.150879;-5.581916
37.668552;-6.059
36.58672;-5.456706
36.653587;-5.472286
36.260629;-5.540254
36.677274;-5.482991
36.771837;-5.547092
36.400796;-6.028462
36.50628;-5.985798
37.619175;-6.059737
36.857219;-5.477184
36.599893;-5.444191
36.568556;-5.502386
36.577671;-5.234254
38.40084;-5.388577
38.148276;-5.544873
36.386435;-5.933078
36.36484;-5.357648
36.914176;-5.39953
36.282996;-5.946642
36.276615;-5.712621
37.109269;-5.270712
36.518141;-5.249502
36.544915;-5.633736
36.44781;-5.893426
36.316755;-5.661404
37.011056;-5.320829
36.64505;-5.629259
37.100107;-5.387484
36.261393;-5.767659
36.61061;-5.750361
36.543194;-5.69141
36.443548;-6.072474
36.954749;-5.533096
36.385408;-5.274487
37.440034;-7.284548
37.001793;-5.333582
36.492593;-5.36482
37.441184;-7.457465
38.043272;-5.375484
36.734097;-5.263471
36.212027;-5.844678
36.609633;-5.593882
36.32222;-5.740575
38.00861;-6.650893
36.455276;-5.440156
36.492383;-5.699383
36.134064;-5.508466
38.190111;-5.536168
36.622752;-5.580302
37.787967;-6.792624
37.02907;-5.560854
36.377535;-5.927083
38.109302;-6.890365
36.491338;-5.680182
37.035909;-5.409101
36.335255;-5.393194
36.300347;-5.655157
36.297613;-5.417084
36.389191;-6.060914
36.999591;-5.419202
36.776793;-5.352508
36.504107;-5.328842
36.559681;-5.624161
36.581134;-5.499977
36.402381;-5.833334
36.070939;-5.649818
37.002411;-5.395706
37.140665;-5.269016
37.409108;-7.454442
37.670814;-5.674108
36.47958;-5.666787
36.642545;-5.43516
36.601671;-5.76122
36.709101;-5.513689
36.182263;-5.536819
36.097697;-5.566236
36.477547;-5.448923
36.34538;-5.829127
37.001677;-5.267989
36.932639;-5.425839
37.116105;-5.289709
37.712298;-5.690424
36.622518;-5.791234
36.484993;-5.781713
36.388205;-6.00683
37.773203;-5.904292
36.428807;-5.654944
37.872729;-6.005848
38.106612;-6.779491
36.296785;-5.318775
36.524766;-5.251838
36.493844;-5.716399
36.999454;-5.371567
37.035656;-5.295519
37.677124;-6.167997
36.554186;-5.76317
36.089978;-5.575269
37.672406;-5.779763
36.548595;-5.599123
36.497751;-5.300632
36.800295;-5.334343
37.805723;-6.243324
38.141417;-6.958155
38.469032;-5.31492
36.428641;-5.692098
37.437507;-5.669406
37.871653;-5.282791
36.296871;-5.329645
37.756414;-5.357435
36.495019;-5.532823
37.09319;-5.267003
36.578021;-5.982214
36.513436;-5.932788
36.411412;-5.833662
37.562175;-6.204679
37.140186;-5.358136
36.94788;-5.503484
37.577178;-6.568809
37.480189;-7.466815
36.939577;-5.307498
36.902155;-5.332966
36.667446;-5.610399
36.164358;-5.659096
37.877755;-6.741633
36.629253;-5.474012
36.410663;-5.942809
37.98777;-5.999429
36.226051;-5.9959
36.357405;-5.448071
36.421395;-5.951588
36.533854;-5.574451
37.752448;-5.864363
37.117012;-5.244136
37.755579;-7.352946
36.393194;-5.365015
36.639713;-5.640328
36.478094;-6.042037
36.693959;-5.579469
37.394356;-7.278667
37.940685;-5.943779
37.875971;-5.284107
36.675952;-5.47506
36.19935;-6.031618
36.439996;-5.837178
36.514175;-6.029718
37.765461;-5.334815
37.824426;-5.301227
36.90779;-5.357974
36.564137;-5.603029
36.730736;-5.218461
37.614784;-7.163895
37.273091;-7.341899
36.351946;-5.355632
37.097823;-5.358408
37.10836;-5.229342
36.776817;-5.468666
37.024009;-5.319784
36.169883;-5.688517
36.647237;-5.442857
36.795508;-5.335318
36.186474;-5.817038
36.943526;-5.500086
36.62284;-5.430045
37.667543;-7.033395
36.321411;-5.865289
37.231929;-6.16244
37.773368;-5.851095
36.093217;-5.615863
37.07195;-5.385408
36.2549;-5.686877
37.717171;-6.7232
36.577636;-5.740932
37.735568;-5.436813
36.430156;-5.817716
36.322705;-5.274366
36.859961;-5.525869
38.01502;-5.407055
36.318766;-5.696297
36.695025;-5.533206
36.273022;-5.652672
36.08882;-5.453114
36.484945;-5.682317
36.267481;-5.590938
36.664537;-5.266231
36.285207;-5.732678
37.686322;-5.848664
36.445073;-5.388086
37.827859;-5.302595
36.620319;-5.251541
37.725072;-5.865917
36.909451;-5.526087
36.582333;-5.540849
37.842443;-5.833848
37.229101;-7.391365
38.079654;-5.760947
36.521242;-5.257554
37.479297;-6.491905
37.978338;-5.325961
36.102069;-5.704239
36.316252;-5.57205
37.806866;-5.705733
36.430768;-5.959928
37.519727;-6.189796
36.910584;-5.495082
36.977757;-5.263314
36.480178;-5.689495
36.581808;-5.506491
37.013302;-5.319784
36.396342;-5.784356
36.500189;-5.673723
36.544179;-5.243823
36.538606;-5.681054
36.207887;-5.540616
36.449357;-5.623885
36.149445;-5.666638
38.097005;-6.873799
36.229061;-5.840857
36.314301;-5.661543
37.485105;-6.506613
37.79161;-5.368307
36.370282;-5.360498
37.066604;-5.378313
36.437588;-6.026435
37.75725;-6.054753
36.475537;-5.980243
36.91593;-5.496737
36.558147;-5.78772
36.426735;-5.936803
36.341921;-5.646687
37.558047;-6.190457
36.085286;-5.598867
37.921746;-6.806624
36.599119;-5.2339
36.530266;-5.643669
36.122634;-5.497293
37.67465;-6.460269
37.536382;-6.1389
36.438991;-6.014812
37.7765;-7.239826
36.321834;-5.703731
36.509006;-5.658687
37.134209;-5.357759
37.776745;-7.240782
36.138572;-5.502788
36.53707;-5.677193
36.948444;-5.475297
36.339382;-5.449724
37.668444;-5.718233
37.717166;-5.783047
37.676658;-5.711345
38.470027;-5.425586
36.403557;-5.263754
36.598508;-5.766226
38.171135;-5.509749
38.010695;-5.293021
36.485606;-5.423729
36.465719;-5.810033
37.45636;-6.517362
36.292065;-5.741734
36.644666;-5.647006
36.278806;-5.726833
36.702339;-5.462095
36.525362;-5.685276
36.109999;-5.684274
36.34983;-5.689625
36.519523;-5.683243
37.714917;-5.740609
37.514115;-6.57383
37.736902;-5.603993
36.295142;-5.313326
37.046935;-5.328577
36.540511;-5.746992
36.507151;-5.704674
37.958216;-5.931267
36.738613;-5.615429
36.403044;-5.252289
36.499296;-5.653599
36.696012;-5.429225
36.772766;-5.490897
37.739656;-5.602535
37.745925;-5.877637
37.724923;-5.765867
37.672004;-6.109561
36.976283;-5.424641
36.388879;-5.776276
36.097821;-5.590651
37.135227;-5.373155
36.191285;-5.591448
36.594972;-5.528823
37.093402;-5.320763
37.024288;-5.369035
36.973814;-5.261658
38.181713;-5.486905
37.620261;-7.023134
36.384638;-5.753933
36.84603;-5.297113
37.565662;-6.135941
36.626325;-5.257564
36.741138;-5.633308
37.540802;-6.215655
36.976429;-5.422792
36.086051;-5.454094
36.450321;-5.654874
36.626696;-5.538123
36.3656;-5.882387
36.911992;-5.484679
36.517658;-6.034845
37.371804;-7.434795
36.377897;-5.364629
36.490997;-5.723063
37.050727;-5.294028
36.099233;-5.585766
37.361495;-7.429166
36.484937;-5.645587
36.328953;-5.632336
38.076668;-5.741868
37.702292;-5.545837
36.641373;-5.433882
36.772087;-5.541746
36.488649;-5.816765
37.754057;-6.108229
37.68681;-5.675612
37.757095;-5.872577
36.382631;-5.846415
37.981677;-5.28433
37.715198;-5.804456
36.493837;-5.310998
36.576806;-5.257171
38.148039;-5.540849
36.998158;-5.283705
37.753214;-5.656373
36.264293;-5.618121
37.872908;-6.714386
37.990384;-7.165475
36.48764;-5.327936
37.795342;-5.922464
38.147708;-6.95188
36.45152;-5.481573
36.260343;-5.554924
36.512447;-5.332833
37.631657;-5.901036
36.30245;-5.694454
37.758657;-5.368709
36.428021;-5.649765
37.841219;-5.308329
36.237883;-5.550721
36.690086;-5.457116
36.57533;-5.468401
36.557912;-6.081859
37.629102;-7.075926
37.013695;-5.660747
37.045842;-5.247446
37.437861;-7.314775
36.086579;-5.577801
37.779725;-5.281515
36.138852;-5.598333
36.146835;-5.585117
36.655331;-5.566155
36.495531;-5.675259
38.13754;-5.328476
36.829783;-5.466455
37.774962;-5.983107
37.979464;-5.363008
36.969004;-5.266738
38.441919;-5.47786
36.74674;-5.473581
37.777444;-5.957233
38.027626;-5.906024
36.170812;-5.580425
37.877484;-5.335074
36.660762;-5.370303
36.454676;-5.262529
36.574702;-5.744248
37.605236;-6.674509
36.145827;-5.843362
36.29441;-5.947172
36.275397;-5.783212
37.579855;-6.562485
36.079475;-5.483214
36.639155;-5.698985
37.50628;-6.568378
36.853897;-5.309236
37.835387;-5.961978
36.445891;-5.48049
37.597194;-7.003765
36.583319;-5.377364
37.821542;-5.292936
36.558996;-5.749646
36.413295;-5.837499
36.632347;-5.700335
38.028181;-5.585001
37.723943;-5.85825
36.88719;-5.475651
36.49124;-5.962341
36.154848;-5.712952
37.67755;-6.72524
36.286895;-5.58342
36.442764;-6.03731
36.567771;-5.487758
36.502547;-5.669439
36.078694;-5.592365
36.076395;-5.561824
36.587696;-5.541248
37.601892;-6.127475
38.103008;-5.791097
36.535864;-5.680323
37.862169;-6.434972
36.903747;-5.499213
36.102596;-5.613531
36.578979;-5.497404
37.643328;-5.8249
36.314115;-5.449456
36.447394;-5.700533
36.227261;-5.995112
36.617962;-5.261311
36.208816;-5.824255
36.332799;-5.865439
36.494722;-5.696774
36.540537;-5.388987
36.788307;-5.330304
36.067181;-5.460058
36.169287;-5.864505
37.850184;-6.310969
36.56645;-5.232277
37.083404;-5.237036
36.397628;-5.766632
37.779143;-5.871149
36.447126;-5.469608
37.011493;-5.307188
36.136276;-5.519426
36.781908;-5.428002
36.443882;-5.621659
37.911545;-5.95963
36.651773;-5.652036
36.342573;-5.622011
36.370576;-5.710756
37.065538;-5.31005
36.487437;-5.640929
36.41244;-5.958385
38.1108;-6.908982
36.832109;-5.319198
36.294769;-5.737376
36.736185;-5.431218
37.133966;-6.436702
36.292291;-5.59727
36.310716;-5.653348
36.364261;-5.647555
37.814137;-5.489793
36.192965;-5.813868
36.388855;-5.884829
36.702691;-5.444623
36.148918;-5.633037
37.675464;-5.661725
37.420994;-7.436605
36.670366;-5.488821
37.525447;-7.384296
37.76404;-5.389494
36.445567;-5.569454
36.24467;-5.551565
36.707914;-5.527205
37.764486;-6.926534
36.675329;-5.407013
36.286197;-5.991566
36.823424;-5.436611
36.448879;-5.63865
36.278288;-5.903357
37.135996;-5.406048
36.710712;-5.441116
38.03216;-5.299934
36.195161;-5.691449
36.361156;-5.633544
37.399606;-7.265994
36.39074;-5.938702
36.778768;-5.457167
36.267785;-5.670903
36.273294;-6.019764
36.726776;-5.469302
38.115851;-5.915507
38.462226;-5.355282
36.447497;-5.816503
36.177864;-5.529996
36.194574;-5.681033
37.500589;-7.103458
36.189985;-5.526672
37.751037;-6.247809
36.256823;-5.88132
36.583947;-5.507219
36.451151;-5.708561
36.39453;-5.651391
36.363582;-5.293587
36.309225;-5.783012
37.711349;-7.392889
36.571736;-6.045039
36.552903;-5.580467
37.023329;-5.546646
36.424949;-5.846889
36.37695;-5.384596
36.453242;-5.778291
36.904868;-5.502886
36.336095;-5.631763
37.022851;-5.290312
36.538679;-5.376901
37.353488;-7.423662
36.379353;-5.623257
37.515169;-6.55894
38.014518;-5.893161
36.45888;-5.276096
36.631972;-5.640723
36.291521;-5.569523
36.826485;-5.545955
36.91582;-5.367907
38.071234;-5.611022
36.378985;-5.846226
36.570641;-5.476319
37.641113;-6.325575
36.42344;-5.639282
36.28049;-5.933503
36.640233;-5.661504
37.911771;-5.95352
36.320828;-5.715112
36.851612;-5.531975
36.131318;-5.521201
36.460029;-6.006758
37.144989;-5.27474
36.462995;-5.626264
36.668506;-5.26938
37.772352;-5.870648
36.748601;-5.481559
36.47636;-5.779752
37.60797;-6.675221
37.493285;-6.392885
37.167117;-5.387227
36.295064;-5.740637
37.681361;-5.776776
37.802005;-6.456854
36.709205;-5.474358
36.964033;-5.699794
36.136418;-5.769582
36.399338;-5.847203
36.716122;-5.468513
36.339207;-5.738252
36.457259;-5.997225
37.716027;-5.849166
36.635935;-5.629833
37.664125;-6.120985
36.436674;-5.63789
36.818806;-5.359937
36.704127;-5.478874
36.705366;-5.255285
36.336812;-5.436108
36.293693;-5.585415
36.550415;-5.550739
37.018742;-5.321793
36.510948;-5.320048
36.700117;-5.761226
37.526296;-7.129037
37.718023;-5.875286
37.838706;-5.269356
37.618894;-6.341223
36.646109;-5.636006
36.440665;-5.256577
36.592741;-5.781678
36.338981;-5.657293
37.927151;-5.952441
37.758401;-5.332754
36.438343;-5.57931
38.065775;-6.767826
37.53989;-6.214405
36.694914;-5.580721
37.070817;-5.440167
36.516745;-5.51723
36.298634;-5.747654
36.321251;-5.602998
37.791435;-6.244913
38.129218;-6.887124
36.172323;-5.552406
36.423033;-5.876783
36.72284;-5.856836
37.129772;-5.255611
36.082414;-5.57661
36.375639;-5.683694
36.255099;-5.312723
36.546837;-5.512141
36.345256;-5.459901
36.642269;-5.472628
36.310177;-5.445446
36.543787;-5.386016
36.444664;-5.680538
37.069622;-5.253805
36.173145;-5.657092
36.452185;-5.775286
36.390465;-5.783644
36.776065;-5.552105
37.003406;-5.37314
36.979418;-5.273102
37.098429;-5.246513
36.905563;-5.418035
36.479921;-5.636834
36.689279;-5.406206
36.495768;-5.307628
36.57095;-5.326882
36.526993;-5.51295
37.76403;-5.863074
36.243541;-5.723237
37.69988;-6.052066
37.515029;-6.568931
37.699546;-5.691664
36.577038;-5.73166
36.39414;-5.360439
37.718877;-6.455342
36.311178;-5.705846
37.637064;-6.274877
36.272783;-5.758378
38.13411;-6.88573
36.096981;-5.602772
36.212196;-5.552022
36.856676;-6.378317
36.42553;-5.630342
36.546125;-5.50574
36.482252;-5.383546
37.92425;-6.30584
36.579;-5.544572
36.93228;-5.475953
37.465875;-7.452334
36.568863;-5.69048
36.092427;-5.569485
36.357439;-5.647146
38.126718;-5.581402
36.422763;-5.935248
36.48219;-5.649545
37.105583;-5.239467
36.340193;-5.733006
37.903008;-6.53132
36.347173;-5.662974
36.724691;-5.494918
36.41776;-5.374714
36.666195;-5.574313
36.621973;-5.71823
43.57193;3.68063
43.48323;3.43246
42.49481;3.06073
42.94437;3.06121
43.93186;3.68492
43.74467;4.42749
43.21419;2.93851
43.74891;4.05515
43.12425;3.0614
43.30401;3.18476
44.46616;4.31998
44.19758;4.18861
42.85445;2.93889
43.03431;2.9387
41.44019;2.14585
41.44019;2.14585
41.44019;2.14585
41.44019;2.14585
43.38314;4.54189
43.03431;2.9387
43.66007;3.92957
42.85445;2.93889
43.65894;4.0535
42.49481;3.06073
43.39411;3.06168
43.74891;4.05515
43.03431;2.9387
42.49481;3.06073
44.00906;4.80829
42.67378;2.57355
42.76439;2.81695
43.66106;3.80563
43.66007;3.92957
42.94437;3.06121
43.21279;2.44659
43.48112;3.80311
43.83464;4.42973
42.85445;3.06111
44.37887;4.06689
44.37615;4.31788
37.889528;-4.778505
41.926712;-1.418825
40.171413;-8.707369
42.91578;3.023034
39.419728;-7.460157
38.732499;-9.243557
36.349011;-5.627231
41.562401;1.872607
40.983382;0.405291
38.81286;-9.100208
36.813625;-2.565892
37.960373;-5.934763
39.787235;3.099003
37.125134;-6.498349
37.117622;-4.76326
39.762104;3.140202
39.798447;3.107232
39.32552;3.002819
39.785034;3.115326
37.087536;-8.217731
39.735771;3.228264
39.754036;3.158655
43.12425;3.0614
42.94437;2.93879
43.65894;4.0535
43.74764;4.17927
42.49481;3.06073
43.75259;3.55863
44.37887;4.06689
43.12425;2.9386
44.90901;4.8373
44.37758;4.19239
43.03431;2.9387
42.49481;3.06073
43.5739;3.18563
43.65894;4.0535
43.46718;4.91481
43.03431;2.9387
44.37758;4.19239
42.40479;3.18192
44.46759;4.19429
43.74764;4.17927
44.369;4.81978
42.49481;3.06073
43.66007;3.92957
44.37758;4.19239
42.85445;3.06111
43.74764;4.17927
42.94437;2.93879
43.48196;3.67956
44.0129;4.55894
42.94437;3.06121
43.8362;4.30543
43.39397;2.81495
44.46759;4.19429
43.6636;3.30987
42.94437;2.93879
43.48112;3.80311
42.94435;3.06125
43.66316;3.43386
42.58428;2.69581
43.48194;3.67961
43.75102;3.80695
43.21334;2.56952
43.83292;4.55408
43.48321;3.4325
43.57107;3.80442
43.03415;2.81605
42.58455;2.81747
42.76451;3.06106
43.12423;3.06144
43.30399;3.18481
43.66259;3.55781
43.83292;4.55408
43.66005;3.92962
43.56895;4.05189
42.6746;2.93903
42.67446;2.81719
42.85443;2.93884
43.57107;3.80442
43.83292;4.55408
43.65765;4.17747
